route_id,route_short_name,type_name,display_name
17453_700,M41,Bus,Bus M41
17452_900,M4,Tram,Tram M4
17451_700,M37,Bus,Bus M37
17450_700,M32,Bus,Bus M32
17449_700,M29,Bus,Bus M29
17448_700,M27,Bus,Bus M27
17447_700,M21,Bus,Bus M21
17446_900,M2,Tram,Tram M2
17445_700,M19,Bus,Bus M19
17444_900,M17,Tram,Tram M17
17443_700,M17,Bus,Bus M17
17442_900,M13,Tram,Tram M13
17441_700,M11,Bus,Bus M11
17440_900,M10,Tram,Tram M10
17439_700,M10,Bus,Bus M10
17438_900,M1,Tram,Tram M1
17437_700,M8,Bus,Bus M8
17435_700,M1,Bus,Bus M1
17434_1000,F24,Other,Other F24
17433_1000,F23,Other,Other F23
17432_1000,F21,Other,Other F21
17431_1000,F12,Other,Other F12
17430_1000,F11,Other,Other F11
17429_1000,F10,Other,Other F10
17427_900,27,Tram,Tram 27
17425_900,M17,Tram,Tram M17
17424_900,M8,Tram,Tram M8
17422_900,68,Tram,Tram 68
17421_900,67,Tram,Tram 67
17420_900,63,Tram,Tram 63
17419_900,62,Tram,Tram 62
17418_900,61,Tram,Tram 61
17417_900,60,Tram,Tram 60
17416_900,50,Tram,Tram 50
17415_700,399,Bus,Bus 399
17414_700,398,Bus,Bus 398
17413_700,396,Bus,Bus 396
17412_700,395,Bus,Bus 395
17411_700,390,Bus,Bus 390
17410_700,380,Bus,Bus 380
17409_700,377,Bus,Bus 377
17407_700,372,Bus,Bus 372
17406_700,371,Bus,Bus 371
17404_900,37,Tram,Tram 37
17403_700,369,Bus,Bus 369
17402_700,363,Bus,Bus 363
17401_700,353,Bus,Bus 353
17400_700,350,Bus,Bus 350
17399_700,349,Bus,Bus 349
17398_700,347,Bus,Bus 347
17395_700,337,Bus,Bus 337
17394_700,334,Bus,Bus 334
17393_700,327,Bus,Bus 327
17392_700,326,Bus,Bus 326
17391_700,324,Bus,Bus 324
17390_700,322,Bus,Bus 322
17389_700,320,Bus,Bus 320
17388_700,318,Bus,Bus 318
17387_700,316,Bus,Bus 316
17386_700,312,Bus,Bus 312
17385_700,309,Bus,Bus 309
17384_700,296,Bus,Bus 296
17383_700,294,Bus,Bus 294
17382_700,291,Bus,Bus 291
17381_700,285,Bus,Bus 285
17380_700,284,Bus,Bus 284
17379_700,283,Bus,Bus 283
17378_700,282,Bus,Bus 282
17377_700,277,Bus,Bus 277
17376_700,275,Bus,Bus 275
17375_700,271,Bus,Bus 271
17374_900,27,Tram,Tram 27
17373_700,269,Bus,Bus 269
17372_700,265,Bus,Bus 265
17370_700,260,Bus,Bus 260
17369_700,259,Bus,Bus 259
17368_700,256,Bus,Bus 256
17367_700,255,Bus,Bus 255
17366_700,250,Bus,Bus 250
17365_700,249,Bus,Bus 249
17364_700,248,Bus,Bus 248
17363_700,247,Bus,Bus 247
17362_700,246,Bus,Bus 246
17361_700,245,Bus,Bus 245
17360_700,240,Bus,Bus 240
17359_700,237,Bus,Bus 237
17357_700,234,Bus,Bus 234
17356_700,222,Bus,Bus 222
17355_700,221,Bus,Bus 221
17354_700,220,Bus,Bus 220
17353_700,218,Bus,Bus 218
17352_900,21,Tram,Tram 21
17351_700,204,Bus,Bus 204
17350_700,200,Bus,Bus 200
17349_700,197,Bus,Bus 197
17348_700,195,Bus,Bus 195
17347_700,194,Bus,Bus 194
17346_700,192,Bus,Bus 192
17345_700,191,Bus,Bus 191
17344_700,190,Bus,Bus 190
17343_700,188,Bus,Bus 188
17342_700,187,Bus,Bus 187
17341_700,186,Bus,Bus 186
17340_700,184,Bus,Bus 184
17339_700,181,Bus,Bus 181
17338_900,18,Tram,Tram 18
17337_700,179,Bus,Bus 179
17336_700,175,Bus,Bus 175
17335_700,172,Bus,Bus 172
17334_700,171,Bus,Bus 171
17333_700,170,Bus,Bus 170
17332_700,168,Bus,Bus 168
17331_700,166,Bus,Bus 166
17330_700,165,Bus,Bus 165
17329_700,164,Bus,Bus 164
17328_700,163,Bus,Bus 163
17327_700,162,Bus,Bus 162
17326_700,161,Bus,Bus 161
17325_700,160,Bus,Bus 160
17324_900,16,Tram,Tram 16
17323_700,158,Bus,Bus 158
17322_700,156,Bus,Bus 156
17321_700,155,Bus,Bus 155
17320_700,154,Bus,Bus 154
17319_700,150,Bus,Bus 150
17318_700,147,Bus,Bus 147
17317_700,142,Bus,Bus 142
17316_700,140,Bus,Bus 140
17315_700,139,Bus,Bus 139
17314_700,137,Bus,Bus 137
17313_700,136,Bus,Bus 136
17312_700,135,Bus,Bus 135
17311_700,134,Bus,Bus 134
17310_700,133,Bus,Bus 133
17309_700,131,Bus,Bus 131
17308_700,130,Bus,Bus 130
17307_700,128,Bus,Bus 128
17306_700,125,Bus,Bus 125
17305_700,124,Bus,Bus 124
17304_700,123,Bus,Bus 123
17303_700,122,Bus,Bus 122
17302_700,120,Bus,Bus 120
17301_900,12,Tram,Tram 12
17300_700,118,Bus,Bus 118
17299_700,115,Bus,Bus 115
17298_700,114,Bus,Bus 114
17297_700,112,Bus,Bus 112
17296_700,110,Bus,Bus 110
17295_700,109,Bus,Bus 109
17294_700,108,Bus,Bus 108
17293_700,107,Bus,Bus 107
17292_700,106,Bus,Bus 106
17290_700,101,Bus,Bus 101
17289_700,100,Bus,Bus 100
17281_700,27,Bus,Bus 27
17280_700,21,Bus,Bus 21
17279_700,12,Bus,Bus 12
21947_700,2,Bus,Bus 2
15260_700,L/530,Bus,Bus L/530
5607_700,N4,Bus,Bus N4
5606_700,K/529,Bus,Bus K/529
343_900,6,Tram,Tram 6
340_900,1,Tram,Tram 1
337_700,N2,Bus,Bus N2
336_700,N1,Bus,Bus N1
335_700,W/540,Bus,Bus W/540
333_700,H/528,Bus,Bus H/528
331_700,F/526,Bus,Bus F/526
330_700,E/525,Bus,Bus E/525
329_700,D/524,Bus,Bus D/524
328_700,C/523,Bus,Bus C/523
327_700,B/522,Bus,Bus B/522
17680_100,RB45,Regional Rail,Regional Rail RB45
28978_700,89,Bus,Bus 89
28382_1000,F39,Other,Other F39
28381_900,89,Tram,Tram 89
23534_700,497,Bus,Bus 497
23189_700,446,Bus,Bus 446
19150_700,531,Bus,Bus 531
19149_700,519,Bus,Bus 519
19148_700,518,Bus,Bus 518
19147_700,517,Bus,Bus 517
19146_700,515,Bus,Bus 515
19145_700,514,Bus,Bus 514
19144_700,512,Bus,Bus 512
19143_700,511,Bus,Bus 511
19142_700,510,Bus,Bus 510
19141_700,509,Bus,Bus 509
19140_700,508,Bus,Bus 508
19139_700,506,Bus,Bus 506
19138_700,505,Bus,Bus 505
19137_700,504,Bus,Bus 504
19136_700,503,Bus,Bus 503
19135_700,502,Bus,Bus 502
19134_700,501,Bus,Bus 501
19133_700,494,Bus,Bus 494
19131_700,491,Bus,Bus 491
19129_700,486,Bus,Bus 486
19128_700,484,Bus,Bus 484
19127_700,482,Bus,Bus 482
19126_700,481,Bus,Bus 481
19125_700,479,Bus,Bus 479
19124_700,475,Bus,Bus 475
19123_700,474,Bus,Bus 474
19122_700,473,Bus,Bus 473
19121_700,472,Bus,Bus 472
19120_700,471,Bus,Bus 471
19119_700,469,Bus,Bus 469
19118_700,468,Bus,Bus 468
19117_700,467,Bus,Bus 467
19116_700,465,Bus,Bus 465
19115_700,464,Bus,Bus 464
19114_700,463,Bus,Bus 463
19113_700,462,Bus,Bus 462
19112_700,460,Bus,Bus 460
19111_700,459,Bus,Bus 459
19110_700,457,Bus,Bus 457
19109_700,456,Bus,Bus 456
19108_700,455,Bus,Bus 455
19107_700,454,Bus,Bus 454
19106_700,453,Bus,Bus 453
19105_700,452,Bus,Bus 452
19104_700,451,Bus,Bus 451
19103_700,450,Bus,Bus 450
19102_700,448,Bus,Bus 448
19101_700,447,Bus,Bus 447
19100_700,445,Bus,Bus 445
19099_700,441,Bus,Bus 441
19098_700,435,Bus,Bus 435
19097_700,432,Bus,Bus 432
19096_700,431,Bus,Bus 431
19095_700,428,Bus,Bus 428
19094_700,427,Bus,Bus 427
19093_700,425,Bus,Bus 425
19092_700,424,Bus,Bus 424
19091_700,421,Bus,Bus 421
19090_700,419,Bus,Bus 419
19089_700,416,Bus,Bus 416
19088_700,414,Bus,Bus 414
19087_700,413,Bus,Bus 413
19086_700,411,Bus,Bus 411
19085_700,403,Bus,Bus 403
19084_700,401,Bus,Bus 401
29104_700,786,Bus,Bus 786
29103_700,778,Bus,Bus 778
29102_700,751,Bus,Bus 751
29101_700,747,Bus,Bus 747
26003_700,757,Bus,Bus 757
22739_700,758,Bus,Bus 758
22726_700,794,Bus,Bus 794
22725_700,792,Bus,Bus 792
22724_700,791,Bus,Bus 791
22723_700,788,Bus,Bus 788
22722_700,787,Bus,Bus 787
22721_700,785,Bus,Bus 785
22720_700,784,Bus,Bus 784
22719_700,782,Bus,Bus 782
22718_700,779,Bus,Bus 779
22717_700,777,Bus,Bus 777
22716_700,772,Bus,Bus 772
22715_700,771,Bus,Bus 771
22714_700,770,Bus,Bus 770
22713_700,766,Bus,Bus 766
22712_700,764,Bus,Bus 764
22711_700,762,Bus,Bus 762
22710_700,759,Bus,Bus 759
22709_700,757,Bus,Bus 757
22708_700,756,Bus,Bus 756
22707_700,754,Bus,Bus 754
22706_700,752,Bus,Bus 752
22705_700,748,Bus,Bus 748
22704_700,746,Bus,Bus 746
22703_700,745,Bus,Bus 745
22702_700,744,Bus,Bus 744
22701_700,743,Bus,Bus 743
22700_700,742,Bus,Bus 742
22699_700,741,Bus,Bus 741
22698_700,740,Bus,Bus 740
22697_700,719,Bus,Bus 719
22696_700,717,Bus,Bus 717
22695_700,715,Bus,Bus 715
22694_700,714,Bus,Bus 714
22693_700,713,Bus,Bus 713
22692_700,712,Bus,Bus 712
22691_700,711,Bus,Bus 711
22690_700,707,Bus,Bus 707
22689_700,706,Bus,Bus 706
22688_700,705,Bus,Bus 705
22687_700,704,Bus,Bus 704
22686_700,703,Bus,Bus 703
22685_700,702,Bus,Bus 702
22684_700,701,Bus,Bus 701
29066_700,978,Bus,Bus 978
29065_700,977,Bus,Bus 977
29064_700,976,Bus,Bus 976
29063_700,975,Bus,Bus 975
29062_700,974,Bus,Bus 974
29061_700,973,Bus,Bus 973
29060_700,972,Bus,Bus 972
29059_700,971,Bus,Bus 971
29058_700,960,Bus,Bus 960
29057_700,958,Bus,Bus 958
29056_700,957,Bus,Bus 957
29055_700,955,Bus,Bus 955
29054_700,954,Bus,Bus 954
29053_700,953,Bus,Bus 953
29052_700,952,Bus,Bus 952
29051_700,951,Bus,Bus 951
29050_700,950,Bus,Bus 950
29049_700,949,Bus,Bus 949
29048_700,948,Bus,Bus 948
29047_700,947,Bus,Bus 947
29046_700,946,Bus,Bus 946
29045_700,945,Bus,Bus 945
29044_700,944,Bus,Bus 944
29043_700,942,Bus,Bus 942
29042_700,941,Bus,Bus 941
29041_700,939,Bus,Bus 939
29040_700,937,Bus,Bus 937
29039_700,936,Bus,Bus 936
29038_700,935,Bus,Bus 935
29037_700,934,Bus,Bus 934
29036_700,933,Bus,Bus 933
29035_700,932,Bus,Bus 932
29034_700,931,Bus,Bus 931
29033_700,925,Bus,Bus 925
29032_700,924,Bus,Bus 924
29031_700,923,Bus,Bus 923
29030_700,920,Bus,Bus 920
29029_700,919,Bus,Bus 919
29028_700,917,Bus,Bus 917
29027_700,915,Bus,Bus 915
29026_700,913,Bus,Bus 913
29025_700,912,Bus,Bus 912
29024_700,905,Bus,Bus 905
29023_700,904,Bus,Bus 904
29022_700,903,Bus,Bus 903
29021_700,902,Bus,Bus 902
29020_700,901,Bus,Bus 901
29185_700,422,Bus,Bus 422
28109_700,415,Bus,Bus 415
27544_700,A400,Bus,Bus A400
27317_700,733,Bus,Bus 733
27316_700,722,Bus,Bus 722
27315_700,464,Bus,Bus 464
27314_700,463,Bus,Bus 463
27313_700,462,Bus,Bus 462
27312_700,461,Bus,Bus 461
27311_700,460,Bus,Bus 460
27310_700,459,Bus,Bus 459
27309_700,458,Bus,Bus 458
27308_700,457,Bus,Bus 457
27307_700,456,Bus,Bus 456
27306_700,455,Bus,Bus 455
27304_700,453,Bus,Bus 453
27303_700,452,Bus,Bus 452
27302_700,451,Bus,Bus 451
27301_700,441,Bus,Bus 441
27300_700,440,Bus,Bus 440
27299_700,439,Bus,Bus 439
27298_700,438,Bus,Bus 438
27297_700,437,Bus,Bus 437
27296_700,436,Bus,Bus 436
27295_700,435,Bus,Bus 435
27294_700,434,Bus,Bus 434
27293_700,433,Bus,Bus 433
27292_700,432,Bus,Bus 432
27291_700,431,Bus,Bus 431
27290_700,430,Bus,Bus 430
27289_700,429,Bus,Bus 429
27288_700,428,Bus,Bus 428
27287_700,427,Bus,Bus 427
27286_700,426,Bus,Bus 426
27285_700,424,Bus,Bus 424
27284_700,423,Bus,Bus 423
27283_700,421,Bus,Bus 421
27282_700,420,Bus,Bus 420
27281_700,419,Bus,Bus 419
27280_700,418,Bus,Bus 418
27279_700,416,Bus,Bus 416
27278_700,414,Bus,Bus 414
27277_700,413,Bus,Bus 413
27276_700,412,Bus,Bus 412
27275_700,411,Bus,Bus 411
27274_700,409,Bus,Bus 409
27273_700,408,Bus,Bus 408
27272_700,407,Bus,Bus 407
27271_700,406,Bus,Bus 406
27270_700,405,Bus,Bus 405
27269_700,404,Bus,Bus 404
27268_700,403,Bus,Bus 403
27267_700,402,Bus,Bus 402
27266_700,401,Bus,Bus 401
27265_700,400,Bus,Bus 400
25219_700,T9,Bus,Bus T9
24718_700,T6,Bus,Bus T6
24716_700,T4,Bus,Bus T4
24715_700,T3,Bus,Bus T3
23681_700,BER2,Bus,Bus BER2
25907_700,G/693,Bus,Bus G/693
25906_700,C/692,Bus,Bus C/692
25905_700,B/691,Bus,Bus B/691
25904_700,A/690,Bus,Bus A/690
24853_700,661,Bus,Bus 661
24852_700,643,Bus,Bus 643
24851_700,642,Bus,Bus 642
24850_700,641,Bus,Bus 641
24849_700,626,Bus,Bus 626
24848_700,625,Bus,Bus 625
24847_700,624,Bus,Bus 624
24846_700,623,Bus,Bus 623
24845_700,622,Bus,Bus 622
24844_700,621,Bus,Bus 621
24843_700,620,Bus,Bus 620
24842_700,619,Bus,Bus 619
24841_700,618,Bus,Bus 618
24840_700,617,Bus,Bus 617
24839_700,616,Bus,Bus 616
24838_700,615,Bus,Bus 615
24837_700,614,Bus,Bus 614
24836_700,613,Bus,Bus 613
24835_700,612,Bus,Bus 612
24834_700,611,Bus,Bus 611
24833_700,610,Bus,Bus 610
24832_700,609,Bus,Bus 609
24831_700,608,Bus,Bus 608
24830_700,607,Bus,Bus 607
24829_700,606,Bus,Bus 606
24828_700,605,Bus,Bus 605
24827_700,604,Bus,Bus 604
24826_700,603,Bus,Bus 603
24825_700,602,Bus,Bus 602
24824_700,601,Bus,Bus 601
27969_700,599,Bus,Bus 599
27968_700,598,Bus,Bus 598
27967_700,595,Bus,Bus 595
27966_700,592,Bus,Bus 592
27965_700,587,Bus,Bus 587
27964_700,586,Bus,Bus 586
27963_700,585,Bus,Bus 585
27962_700,584,Bus,Bus 584
27961_700,581,Bus,Bus 581
27960_700,579e,Bus,Bus 579e
27959_700,579,Bus,Bus 579
27958_700,578,Bus,Bus 578
27957_700,577,Bus,Bus 577
27956_700,575,Bus,Bus 575
27955_700,571,Bus,Bus 571
27954_700,570,Bus,Bus 570
27953_700,565,Bus,Bus 565
27952_700,560,Bus,Bus 560
27951_700,558,Bus,Bus 558
27950_700,553,Bus,Bus 553
27949_700,552,Bus,Bus 552
27948_700,551,Bus,Bus 551
27947_700,550,Bus,Bus 550
27946_700,546,Bus,Bus 546
27945_700,544,Bus,Bus 544
27944_700,542,Bus,Bus 542
27943_700,536,Bus,Bus 536
27942_700,534,Bus,Bus 534
27941_700,527e,Bus,Bus 527e
27940_700,527,Bus,Bus 527
27939_700,526,Bus,Bus 526
27938_700,525,Bus,Bus 525
27937_700,524,Bus,Bus 524
27936_700,522,Bus,Bus 522
27935_700,521,Bus,Bus 521
27934_700,520,Bus,Bus 520
26793_100,RB63,Regional Rail,Regional Rail RB63
26793_106,RB63,Other,Other RB63
26791_106,RB61,Other,Other RB61
26790_106,RB60,Other,Other RB60
26789_100,RB54,Regional Rail,Regional Rail RB54
26789_106,RB54,Other,Other RB54
26788_100,RB36,Regional Rail,Regional Rail RB36
26788_106,RB36,Other,Other RB36
26787_106,RB35,Other,Other RB35
26786_100,RB27,Regional Rail,Regional Rail RB27
26786_106,RB27,Other,Other RB27
26785_100,RB26,Regional Rail,Regional Rail RB26
26785_106,RB26,Other,Other RB26
26784_106,RB25,Other,Other RB25
26783_100,RB12,Regional Rail,Regional Rail RB12
26783_106,RB12,Other,Other RB12
